Aristocrat,Video Slot,0.01,100 Lions,25776,32.43776563,40.03350084
Aristocrat,Video Slot,0.01,100 Lions,25793,32.43776563,40.03350084
IGT,Reel Slot,0.05,12 Times Pay,31660,15.86976321,74.79062062
IGT,Video Slot,0.01,1421 Voyages of Zheng He,29182,83.31815422,51.25628141
IGT,Video Slot,0.01,1421 Voyages of Zheng He,29185,83.31815422,51.25628141
